often	keyword	no	sex	age	occupation	town	area	stay	expression	count
13	母	195	男性	60	2	浪江町	3	県内	家族がバラバラ。長男夫婦は横浜永住となり、孫たちとも疎遠になる。残るのは老夫婦と<span class="selected">母</span>だけ、あまりに寂しい現実がある。ふるさと浪江町に集合住宅、分譲住宅を要望するが、全く見通しがない。インフラ、介護、医療も見込みがない。国が研究施設、あるいは、産学官による町作りをモデル的に実現してほしい。無為無策、傍観では無責任と思う。希望の持てる施策（ことばだけでは必要ない）がほしいものだ。浪江町の低線量地域にバイオ、発電施設と、その排熱利用の農業ハウスを作ってほしい。元気な高齢者が協力したい。社会にまだ関わりながら貢献したい人が多い。身体が動かす元気な人は多くいる。	278
12	近く	352	男性	60	4	浪江町	4	県内	私たちは津波、原発で避難して、３年８か月が過ぎていますが、心はいつも、ふるさと浪江町請戸にあります。しかしながら、請戸には帰還することができません。でも、気持ちは請戸の<span class="selected">近く</span>に帰る夢をいつも持っています。その夢がかなうことができることを、いつも心に思っています。	130
12	自治体	669	男性	60	7	双葉町	2	県内	<span class="selected">自治体</span>→国の方針に従っていてはダメ。もっと、町民の生活を守るための「キゼン」とした態度で臨んで欲しい。それが町民の願いであると思う。進まない復興住宅、何年先にできるのか。	85
12	施設	300	男性	60	10	双葉町		県内	ほかの場所に移り住んだとしても、帰れる場所の確保（保養<span class="selected">施設</span>的なもの）が必要である。	41
12	双葉郡	666	男性	60	10	富岡町	3	県内	双葉郡は帰還困難地域を挟み合併した方がよいと思う。今後、廃炉作業が何年続くか分かりません。将来は町に帰るとしても、廃炉が完全に終わってから帰ればよい。事故後４，５年では何ともなりません。	93
12	家族	158	女性	50	5	浪江町	1	県内	離ればなれに<span class="selected">家族</span>と生活しています。３年半以上過ぎて、いつになったらまた一緒に生活することができるのでしょう。子どもたちも戻って来れないとなると、私たちの人生はどうなるのか？　こんな悲しいことがありますか？　あなた方は、このアンケートでどれだけ私たちのことが分かりますか。ただ、データを取りたいだけでしょう。何度も同じようなことを答えていますが、現実は何も変わっていません！　悲しいことです。	195
11	仮設	833	女性	60	3	浪江町	2	県内	「仮の町」「町外」コミュニティ」との話ですが、時期的に遅いと思います。震災前は戸建ての大きい家へ住んでいた方が多いからです。みなさん当座は<span class="selected">仮設</span>住宅や借り上げ住宅に住んでいましたが、狭い住宅で暮らすことへのストレスで、住宅を購入した方や新築予定の方が多いことです。もう住まいを決めている方が多いと思われます。	153
11	夫婦	842	男性	60	10	浪江町		県外	今は両親と４人で那須町にいますが、この場所はあくまでも別荘であり、いわき市にいる息子<span class="selected">夫婦</span>の所に自宅を建てようと思っています。住所は浪江にそのままおき、戻れるようになったら浪江にも家を建てようと、今はそのような考えで進んで行こうと家族みんなで話しています。	127
11	町民	1096	男性	60	1	浪江町	3	県外	本気で戻ると考えている方はほんの一握りの<span class="selected">町民</span>です。大半の<span class="selected">町民</span>は帰還は諦めているようです。今となれば町全体が戻らない、戻れない選択もあっていいのではないでしょうか。	81
11	個人	462	男性	50	1	浪江町		県内	<span class="selected">個人</span>の補償を十分に、それから除染を始めるべきではなかったのか？　企業団体には甘く、<span class="selected">個人</span>には冷たい対応になっているように思います。<span class="selected">個人</span>の補償を誠意を持って行ってもらいたい。無駄な除染などに税金を使い、大手の建設会社に利益を導入している官僚たちを誰が信用できるのか。	131
11	インフラ	978	男性	50	10	大熊町	2	県内	<span class="selected">インフラ</span>、病院、商業地とか話はよく聞くが、町は全体的にガレキの山と化している。ゴミ、ネズミ、イノシシの町、元公務員のじじい部隊がやって直してくれるのか？	76
11	仕事	864	女性	60	8	浪江町	4	県内	若くて元気があり<span class="selected">仕事</span>もしていたときは何も怖くなかった。しかし、今、７０歳になろうとして、あちこちガタが出てくると、しかも長期の避難生活になるとつい弱気になる。せっかく築いてきたものがすべて奪われ、今、再び構築することは大変なことである。まず、なんといっても「住まい」がしっかり決まることである。それから元に住んでいた家の管理もあせらずやっていかねばと思う。身体に聞きながら車で行って空気を入れたり点検している。昨年５月夫を亡くし、これも結構、大変なものです。	229
11	大変	64	男性	60	2	双葉町	1	県外	<span class="selected">大変</span>難しい問題だと思いますが、なるべく早く町の決断をお願いしたい。	33
11	震災	907	男性	50	2	浪江町	3	県内	将来的には福島市に住むのではないかと今のところ思います。ふるさとの町には生きているうちは帰れないと思います。あとはスピーディーな<span class="selected">震災</span>復興と除染を徹底して進めてほしいです。	85
11	アンケート	333	男性	60	3	富岡町	3	県内	今までにさまざまな機関より<span class="selected">アンケート</span>の依頼がありましたが、避難生活、また、今後の生活に対し、アンケート結果が生かされていることが見受けられない。	72
11	一緒	663	男性	60	10	富岡町	3	県内	何もかも中途半端！　宙ぶらりんの状態！　このアンケートが３年前だったら物事は進んだろうが、遅すぎてどうにもならない形で、いつまで頑張れるか不安。ストレスだけはしっかりたまります。先行きはフトコロと<span class="selected">一緒</span>にやせるばかり！　まだまだ生きられる人がどんどんと亡くなってます。早く。	136
10	希望	19	男性	60	10	浪江町	3	県内	放射線があるかぎり、夢も<span class="selected">希望</span>もありません！！	22
10	購入	638	男性	60	3	浪江町	3	県内	伊達市に新築を<span class="selected">購入</span>しましたが、どんな新しい家でも、浪江町、地元は忘れることはできません。親しんだ仲間との別れは一番辛いです。浪江町で生まれ育っているので！	77
10	心配	1007	女性	60	10	富岡町	3	県内	私はこれからどこに住めばいいのでしょうか。早く落ち着ける所に移りたいです。ゆっくりしたいです。<span class="selected">心配</span>は病気です。元気で生活できているでしょうか。何の気力もわいてきません。	84
10	心	1177	女性	60	2	浪江町	4	県内	若い人、子どもは帰らないことは分かっています。そんななかで、６０歳以上の人たちだけが帰って１０年後、２０年後どうなるのでしょう。考えただけでも無理、無駄なことではないかと最近思うようになりました。胃が痛み、<span class="selected">心</span>が痛み、毎日毎日やるせない時間を強いられています。	129
10	廃炉	312		60	10	浪江町	4	県外	移住を決めていますが、今の町の姿を見ると涙が出てきます。<span class="selected">廃炉</span>がうまくできるかどうか考えると、浪江町に住めるとは思えません。	61
10	入居	173	男性	60	10	富岡町	2	県内	仮設住宅への<span class="selected">入居</span>が長すぎるので、早く災害復興住宅の建設を進めてほしい。	35
10	環境	29	男性	60	10	浪江町	2	県内	帰還困難区域であっても、平地は線量が低い所も多い。荒れ果てた農地を見るのはしのびない。放射線管理を徹底すれば、いくらでも草刈りができる。また、そのために除染業務管理者の資格も取得した。許可が出れば、あすにも草を刈り、農地を管理したい。震災前、定年後に、農地•水•<span class="selected">環境</span>向上対策事業で、遊休農地に菜の花、コスモス、ヒマワリを植栽して、遊休農地の解消と景観の整備をしてきた。それが今度の震災で、元の木阿弥となり、全部が遊休農地となり、見るたびに涙が出る。数回、講演もしたが、帰れないふるさとと荒れた農地のことを話すと、涙が出て話せなくなる。<span class="selected">環境</span>省は、田畑の草を刈らしてくれ！	284
10	無理	401	女性	60	10	富岡町	3	県外	田舎へ行くことができるのは、年に１〜２回です。自分では行けないので、いとこに連れて行ってもらいます。いつ行っても、変化は目に見えず、心寂しい思いです。元のように戻すのは<span class="selected">無理</span>なのでしょうか。部分的でも暮らす場所ができればと思います。姉も７７歳、５年経てば、８０歳過ぎます。最後はふるさとへ帰りたいと、私も同様です。毎日、部屋にこもって、何を思ってか、ただ、ただ、ふるさとに帰れることを夢見て生活してます。	201
10	大熊町	416	女性	60	8	大熊町	2	県内	私は別の町に住む決意をしましたが、決して、ふるさとを捨てたわけではありません。これからずっと<span class="selected">大熊町</span>を想い続けますし、大好きです。大好きな町の復興をずっと見守っていきたいです。できれば、自由に出入りができるようになれば、うれしいです。	116
