often	keyword	no	sex	age	occupation	town	area	stay	expression	count
13	心配	102	男性	70	1	浪江町	2	県内	避難前の家と友達を失ったことは悲しいです。思い出話をすることもなく、また、新しい所で生活しなければならないと思うと悲しいです。年寄りにとっては、いちばん<span class="selected">心配</span>なことです。	84
13	大変	246	女性	70		浪江町		県内	今の仮設は浪江町ではいちばん便利なところです。お店も近く、郵便局も近く、高齢者の私には最高です。８７歳ともなれば、いちばんひどいことは洗濯です。でも、若い人に迷惑をかけないように残り少ない人生ですが、頑張っております。この福島は寒いところですが、なるべく倹約して過ごしています。１日、１人で過ごすことは<span class="selected">大変</span>です。隣にいる若い人は１泊してきますなどと書いて出かけます。寂しいこと書いてごめんなさい。ありがとうございました。	210
13	震災	498	男性	70	10	浪江町	2	県内	私の住んでいた部落の人の半数以上は、もう中古の家を買って修理したり、３月には新居を求めて仮設より引っ越しするという人の声をよく聞くようになりました。もう、住人でいた人は、しびれを切らしているのです。早く復興住宅にと望んでいますが、浪江の人はまだまだのようです。衣食住と言っても、やはり基盤は安定した生活のできる住宅です。政府の予算の使い方が、なんだか的を得てない使い方のように思われてしかたありません。東日本大<span class="selected">震災</span>は、まず放射能です。私宅も放射能以外は直して住まえる状態です。それが４０年、帰宅困難地域で、手の打ちようなしです。	264
13	アンケート	354	女性	70	8	富岡町	3	県内	この３年間、このような<span class="selected">アンケート</span>、国、県などに思い切り書いたつもりですが、何も変わらない。何をどうすれば、取り上げていただけるのか、こちらから聞きたい。	76
13	自宅	996	男性	70	2	浪江町	2	県内	<span class="selected">自宅</span>も実家もなくなり、弟・妹たちの寄りどころがなくなり、たがいに年を取ってしまい、この先のことを思うと寂しい。ご先祖様の供養もできない。私たちを受け入れてくださった行政の方々には感謝を申し上げますが、地域ではいろいろとある。ふるさとのようなわけにはいかない。ボランティアもときどきは参加していますが、（どうも色メガネ）が。	161
13	安心	695	女性	70	2	浪江町	4	県内	事故当時はもっとはっきり（しばらく帰れないかも知れないこと）言って避難の指示をして欲しかった。今はそして、口ではっきり言っていただきたい。原子炉の核、炉心がきちんと整理ができ、片付けが終わって<span class="selected">安心</span>して暮らせるまで国は責任を持って私たちの暮らしを保障すべきです。中途半端に帰らせ、危険にさらさせて生活をさせるべきじゃないです。せめて１０キロ圏内を国は買い上げるべきです。ずるいです。私はせめて前の暮らしとあまり変わらない生活に戻りたいです。	219
12	金	106	男性	70	10	富岡町	3	県内	あれから３年８か月。なんの進展もない。いつ帰れるのか、誰も分からない。最低３年半は帰れないと言ったが、ことしの春であった（３月か４月）。その後、そういった話はなし。県も国もあいまいな返答を繰り返すだけ。帰らないと決めた者の土地も家も買い取ったらどうか。石原大臣も「最後は<span class="selected">金</span>目でしょう」と言ったが、そのとおりです。生きているうち、<span class="selected">金</span>をくれ。土地も家も売る。	177
12	仮設	276	女性	70	10	富岡町	3	県内	将来の夢、希望を失った今では、何も考える気になれず、残念でしかたありません。今の年まで一生懸命働いてきて、財産もすっかり捨ててしまい、現在の<span class="selected">仮設</span>住宅で過ごしていることが悔しくてしかたありません。悠々自適な生活は終わってしまいました。あと何年生きられるか、私なりに頑張ります。	137
12	気持ち	424	女性	70	10		4	県外	夫が平成２２年６月に亡くなり、２３年３月に震災に遭い、そのままです。住むことは現状では無理です。どうすればよいのか。両隣は戻らないとのこと。親類もみんな避難していて、南相馬市には血族のある人は誰もいません。戻りたいが、戻れない<span class="selected">気持ち</span>で毎日を過ごしています。諦めて決心することですね。ここで暮らしているしかないのでしょうか。災害があちこちで続きますね。国は原発をどうするのでしょうか？	191
12	不安	15	女性	70	8	浪江町	3	県内	私は７人家族で浪江に住んでいました。今は息子夫婦はいわき市、孫１人が茨城県、２人が東京都、私たち２人で福島です。どこに家を求めるのか決まりません。早くしないと、私たちが、病気、死の方向に入っているので、毎日が<span class="selected">不安</span>で眠れません。どうすればいいか教えてください。お願いします。	136
12	息子	247	男性	70	10	双葉町	2	県内	何年先に帰宅できるか分からない。国は何年先に帰宅できるようになるか答えてほしい。われわれが生きている間は帰宅できないと思う。<span class="selected">息子</span>、孫たちも双葉町には戻らないと思う。	82
12	家族	593	男性	70	1	双葉町	2	県内	自民党は原発再稼働と騒いでいるが、自分自身、<span class="selected">家族</span>、みんなが、自分の家、土地、地域を追い出された経験をすれば、再稼働なんて言えないだろう。事故が起きないときは、原発の発電コストが安いと、なんと馬鹿なことを言う国会議員がいましたね。避難解除になった場所に家を作り、家族、孫たちと生活したらどうですか。	148
12	富岡町	221	女性	70	10	富岡町		県内	私は東京で生まれ、６４歳の秋、<span class="selected">富岡町</span>に家を建て、主人と２人で年金生活をしていました。いつか住めば都の風が吹き、福島頑張れの声に涙があふれるようになりました。私に関係ありませんが、浜に原発ができ、人々の暮らしに潤いができ、本当によいことだと思っておりました。ですが、万が一の場合はどうしようということを忘れていたのでしょうか。避難して、主人は腎臓の病が旧に悪化して８か月後に帰らぬ人になりました。私はしみじみ思います。万が一のことを忘れてはいけないと思います。上に立つ人はそこまで考えて、ことをしていただきたい。９０歳の私の意見です。	266
11	現状	21	男性	70	10	浪江町	4	県内	帰還を強要される感じがする。線量も含め、街の姿を正直に知らせてほしい。現状は使用済み燃料を取り出すのが精一杯。汚染水を含めメルトダウンした燃料を処理するまでは不安が大きい。帰還は本当に大丈夫なのか？　避難者の<span class="selected">現状</span>を理解し、東電、国は、賠償等をスピード化し、指導してほしい。私は７６歳の老人、この世は終わったと感じている。避難地で死期を迎えることでしょう。情けない。	182
11	帰宅	834	男性	70	10	浪江町	3	県内	浪江に一時<span class="selected">帰宅</span>したときは誰もいない静かな町です。イノシシと猿に会うときもあります。年取っていくばかりで寂しいです。	57
11	状態	992	女性	70	10	浪江町	4	県内	町の復興が遅れており、除染もインフラもどこにいったのかと心配。被災した当時の<span class="selected">状態</span>で誰もが生活できるよう（最低同一条件）、国および東電は補償すべき。町外コミュニティもセカンドタウンも時間ばかりかかっていたのでは、今の生活を決定していくのに間に合わない。急いで。住居費、医療費、高速道路使用代など、生活面で負担軽減を図ってもらっていることに大感謝。	172
11	福島	366	女性	70	2	富岡町	3	県内	私ども高齢者に先々、どんな町が必要か、なかなか思い浮かびませんが、若い人たちが仕事があり、子どもを育て、幸せに暮らせる町。気候、風土、温暖な<span class="selected">福島</span>県浜通りが元のようになることを願っています。	94
11	残念	30	女性	70	2	浪江町	4	県内	私たちは、もうどうでもよいが、子どもたちはどうなのか、気持ちを考えると何も言えない。とても<span class="selected">残念</span>に思う。	51
11	大熊町	627	男性	70	1	大熊町	2	県内	将来、<span class="selected">大熊町</span>は町として姿を残すことはできないと思う。なぜならば、県内外に土地を、家を求めている人が大変多くなってきている。１０～１５年で帰れるとしても、戻る人は少ないと思う。町として成り立たない。そうしたら、双葉郡で合併して新しい町名で出発するようになると思う。そうしたら、ふるさとはどこにいった？？になってしまうと思います。	163
10	近く	997	男性	70	10	浪江町	4	県内	年も８０歳に近いので娘の<span class="selected">近く</span>に住みたい。	20
10	災害	320	男性	70	1	富岡町	2	県内	原発被災として、２３年３月１１日以降、各町村の住民は、上部よりの指令のないまま、各自が自己判断により避難、逃避を続け、現在に至る。その場所により、（ふるさとは）区分されたが、しっかりした各自の行動指示（政府よりの）はなし。したがって、町も勝手な指示は出せなかったと思う。現在も各自の意思と判断で動いているのが現状。原発<span class="selected">災害</span>は先が読めないという恐ろしさがある。故に、蛇の生殺し状態で生きている。誰もふるさとへの慕情は強い。慕情と現実は違う。慕情で考えると、現実が成り立たない。帰れない若者は、それぞれ自分の考えで家を求めている。原発収束の見えない中で、自分の発想での確かな考えが出ない。家族７人はバダバラだ。それぞれ生き方があるので、一緒になれない。みんな同じ。	330
10	制度	466	女性	70	10	双葉町	2	県内	避難生活も長くなり、土地、家を求めている自分たちにとって、相談にのってくれる関係<span class="selected">制度</span>がないのが残念に思っている。知らない土地でのことなので、１日も早い、そんな場所があればと思っている。	92
10	病院	687	女性	70	10	浪江町	4	県内	私たちは仮設住宅で生活しており有難いことですが、長い年月の仮設住宅での生活も限界の心境です。私８５歳、夫８７歳と高齢です。体力的にも衰えを感ずるこのごろで、<span class="selected">病院</span>通いもままになりません。希望として公営住宅に入居し希望を持って明るく生活していきたいと念願しております。公営住宅の早期の建設を希望しております。	152
10	補償	255	男性	70	1	浪江町	4	県内	早く町の具体像を示してほしい。（早く）　元どおりに<span class="selected">補償</span>してほしい。今までどおりの条件が整えば家に帰りたい。賠償については平等に行ってほしい。避難しているのは同じ。	81
10	どこ	101	女性	70	8	浪江町		県内	息子が仕事してるので、すぐに<span class="selected">どこ</span>に行くことはできません。自分の家があるのに、帰りたくても帰れない。お父さんと働いて働いて、やっと平成７年にできた家です。帰りたくても帰れません。はじめの頃は、帰りたくて帰りたくて泣いていました。今は身体のほうがしんどいので、悲しいばかりです。目も不自由になってきたし、いやなことばかりです。でも友達と仲良く過ごしています。	177
10	いつ	1199	男性	70	2	浪江町	4	県内	二重住民票、準市民制度、どうでもよい。住民が関心のあることは、<span class="selected">いつ</span>まで各種納税が減免、軽減が続くのか。	51
10	仮設住宅	563	女性	70	1	浪江町	1	県内	永住が保証される一戸建ての家がほしい。<span class="selected">仮設住宅</span>でもう４年を迎えようとしている。震災前は８人家族。今は高齢化して、１人暮らし。この思い、誰か知る。大黒柱の息子を亡くし、町からの声かけで水門を閉めに行ったきり帰らない。家ごと流された方々の１日も早い復興を願い、政治家に、この福島の浜通りを重視してほしい。浪江町は小さな町なので、一列にした補償をしてほしい。平等に。	180
10	整備	308	男性	70	10	浪江町	4	県内	近い将来、居住するのに必要な医療機関や商店の<span class="selected">整備</span>を要望したい。特に居住するのは高齢者で、たぶん、若者は帰還しないことを考えると。	64
10	姿	616	男性	70	2	双葉町		県内	私達の年代から見ると、子供がいる若者が遊んでいる様子を見ると、今後どうなってしまうのかと心配です。早く若者の働く<span class="selected">姿</span>を見たいものです。まずは仮設、借り上げから早く出すようにしないと駄目だね。	94
