often	keyword	no	sex	age	occupation	town	area	stay	expression	count
13	賠償金	753	男性	60	10	浪江町	2	県内	私ども夫婦は妻の病気療養のために転地療養を考え、移住して来ましたが、始めは集落の人はよく来た、われわれの自治会に入ってくれたのもうれしいと大歓迎されて、仲間仲間と言われ続けて高い自治会費（ほとんどが飲み代）を支払ってきたが、この事故での集会所の<span class="selected">賠償金</span>が払われた時点で態度が急変し、あなたたちは無関係、仲間ではないと言われショックでした。たかだか１０～２０万円の分配金を古い仲間ではないとの論法で村八分にする人間のいちばん、いやなところを見せられてしまい、私たちは本当に仲間意識は完全になくなり、早く出て行こうと思っています。正直この地がどうなろうと気にはならないと思う。	285
13	理解	586	男性	60	10	浪江町	3	県内	早く近隣の町とともに、まとまった土地を何か所か求めて、避難している人たちが少しでも安く家を建てて住めるよう、協力して進めてほしい。賠償金だけでは土地も家を作るにも高すぎて決められない人はたくさんいると思います。<span class="selected">理解</span>していると思いますが、町として１日も早く進めてほしい！！	135
12	仮	170		60	7	富岡町	3	県内	いわき市の６号線より自分のふるさとに近い間に<span class="selected">仮</span>の町ができることを望みます。町の活性化がなければ、町そのものがなくなってしまうと思います。以上です。	73
12	公営住宅	1181	男性	60	1	大熊町	1	県内	避難、戻れないならしばらくはこの地にいるしかない。とにかく今の仮設は不自由しています。建設費が高いだの安いだの言ってないで早く早く１日でも早く復興<span class="selected">公営住宅</span>を作ってください。私らに不自由な生活をさせるとはなにごとか、これは国や東電の責任でしょう。３年数か月も不自由させておいて死ぬのを待っているのか。仮設という所において、私らの土地を廃棄物処理場に使うように土地をと取り上げる気か。冗談じゃない。	197
12	十分	1204	女性	50	3	大熊町	2	県内	近い将来はいわき市内に土地を求め暮らすつもりだ。大熊の自宅は数十年は住めないと思う。新しい町を作るために区画整理の対象となれば、そこは処分できるが、開発に取り残されるようであっては、土地に住まない以上は固定資産税は免除してほしい。<span class="selected">十分</span>な補償が行われていない。知らない治安の悪い町で土地も高いので、家は建てられたとしても生活していけるか不安。地元の人とうまく関われるか不安。いわきのどこに住めばよいのかもよく分からない。どこがよいのかも。大熊町はどこにもないような未来都市、誰でも行きたくなる魅力が必要だ。	252
12	安全	709	男性	60	10	浪江町	3	県内	私は現在６３歳ですが、平成２９年には埼玉県に移住予定です。しかし、福島が大好きで<span class="selected">安全</span>に戻れるようになったら福島に住みたいと考えています。やはり、そのためには完璧な除染が必要不可欠だと思います。６０数年住んだ「ふるさと」は忘れることができませんし、祖先のお墓もそのままだし、遠くに移住するのは心苦しい感じです。帰還できるところは戻って生活、小さな生活圏から出発して発展するように頑張ってもらいたい。	198
12	ストレス	98	女性	30	5	浪江町	2	県内	将来的にも安心して住める住居が必要だと思っています。最近、盗難に遭いました。子どもが安心して安全に住める場所がほしいです。また、避難住民が、いじめやパワハラなどにあっていることを知ってほしいです。<span class="selected">ストレス</span>による体調不良に悩まされています。東電の思うがままになっている。賠償のやり方に悔しさを感じます。言いたいことはたくさんあります。	166
12	皆さん	1128		70	1	浪江町	2	県内	私たちの部落は「集う会」と名前をつけて、少なくとも年に１度は家族ぐるみで集まり会うことにしました。震災前と同じ組長のまわり番でやります。本当に<span class="selected">皆さん</span>に会えるのが楽しみ。「体に気をつけてまたね」と別れます。早く除染を進めて線量が下がれば帰ります。東京電力の電気は私たちも全然使っていません。東京に全部送って、東京で使われていて、原発事故の放射線だけかぶって、ほんとうにくやしいです。	190
11	放射能	128	女性	60	1	浪江町	3	県内	被災者はみんな同じである。なぜなら、<span class="selected">放射能</span>は空を飛んでいる。風向きは常に一定ではない。どこに多く、少なく、３６５日平均ではない。なのに３つに分けるのか？　２０km圏内は帰れないと定め、仮置き場を早く定め、搬入して、早く次の段階に進んでほしい。帰れと言われても、小さい子どもたちをあんな所へ帰せますか？　そして、帰れない人どうしが集まり、コミュニティを作って、その近くにはデイサービスなどを作り、昼はそこへ行き、楽しい生活を送る。また、動ける人は食事作りを手伝い、生計をたてたり、コミュニティにはいろいろな部門を作り、お願いしたいことなど、その人にあった仕事を紹介したり、働けるような場所を作る。	297
11	要望	922	男性	70	10	富岡町	3	県内	単に<span class="selected">要望</span>と言えますが、無我夢中で約４年すごして、各年齢層により異なると思うし、先行きの計画にて進んでいると思う。<span class="selected">要望</span>は多いですが、少しでもいいから国、各自治体はどんなふうなことでも聞き、前進あるサポートが大切だと思います。	111
11	現実	50		60	2	大熊町	2	県外	諦めと不安の日々。家族として家を提供すべき。自殺者があとを絶たない<span class="selected">現実</span>。	36
11	解除	621	女性	70	10	浪江町	2	県内	１日も早く避難<span class="selected">解除</span>になり、以前の町に戻りたいですが、私には住む家もなく、求めるお金もなく家族も多いので苦しいです。国や県で一戸建て復興住宅を提供していただきたいです。早く落ち着いて後継者に頑張ってもらって当たり前の普通の生活がほしいです。	119
11	コミュニティ	374	男性	60	10	浪江町	3	県内	先祖伝来のふるさとに放射性物質をばらまいた原発事故。先祖から営々と築いてきた歴史、文化、そして、<span class="selected">コミュニティ</span>をことごとく破壊してしまった原発事故。原発はとんでもなく大きな罪を犯してしまいました。こんな原発はもういらないです。廃絶すべきです。	120
11	たくさん	972							今回の事故により福島は世界でも有名になった。この現状をいかにして立て直すか、この事故によって学んだ、学ぶこと、<span class="selected">たくさん</span>あると思う。それを生かし、世界中の人々が原子力をいろいろな意味で学びに来れる地になってほしい。早くきれいな福島に戻し世界中の人々に見てほしい。	130
11	構想	610	男性	70	10	浪江町	3	県内	セカンドタウン<span class="selected">構想</span>を進めてほしい。	17
11	会社	331	男性	70	10	浪江町		県内	帰宅しても町全体が復興することは数年かかるのではないか。その理由として、働く施設や工場、<span class="selected">会社</span>がない。若者の就職がなく、出稼ぎの生活になりはしないか。町全体がさびれ、小さな町になる。人口は少なく、発展がみられないのではないか。１００年後、２００年後のことを考える必要はない。ここ１０年から２０年のことを考えるべきである。	159
10	夢	782	女性	60	8	富岡町	3	県外	私達は福島市に定住したいと考えています。飯坂の地でリンゴ作りをやってみたいという目標を持っています。何か目標を立てなければ今を生きるのは大変です。富岡町は私たちの代は住めません。廃炉がうまくいったとしても３０～４０年先でしょう。子どものために将来住めるよう願うばかりです。Ｈ２３年３月１１日、自宅で震災にあうも、被害はそれ程でも無かったので大丈夫とほっとしていると、原発事故があったと報道され始めた。まさか！信じられませんでした。避難の呼びかけがあったものの、私たち夫婦、母、シェパード犬のキャリーの家族構成、高齢の母、大型犬の犬を一緒に避難する場所がありませんでした。そのまま居残っているうちに私たちはとてつもない爆発音を聞く。３号機の爆発だった。もう限界だと思い、脱出することにしました。<span class="selected">夢</span>中で埼玉に向かった。あれから３年過ぎ。母と愛犬キャリーは天国に行ってしまった。自宅の中はネズミの害、外はイノシシの被害、それでも生きていかねばならない。残った者はしっかりしなければなりませんから。食べ物の美味しい福島県内の何処かに住みたいと思っています。	474
10	住民票	494	男性	60	2	浪江町		県内	戻らないと決めた人には１００％の補償をして、その移住地に<span class="selected">住民票</span>を移し、その地で納税をして、その地のサービスを受けるべき。仮の町、町外コミュニティなどに、こだわる必要がないと思う。	89
10	全体	1170		50		大熊町	2	県内	今、町内の一部は除染のための事前調査対象となっている所もあるが、原発から４．１キロ、中間貯蔵建設からもれた６号国道より西側で国道から１００メートルにあって帰れない。私たちの地区住民はどちらにも入れない。毎時２．７マイクロシーベルトあり、雨どいは毎時１３マイクロである。家中ねずみの住みかとなり、ブシが壊れ雨漏りし天囲が落ちている。町<span class="selected">全体</span>を中間貯蔵施設とし、除染をする必要はないのではないか。除染で何千万円も使うことはないのではないか。その費用を戻れない住民のために使ってほしい。	239
10	自立	435	男性	70	2	富岡町	3	県内	なにごともなく、平穏な生活が壊され、将来の設計もなくなり、惰性で生き続けなければならない。今後の生活が見通せない。私たち、老人をまとめて面倒みる老人ホームがあってもいいかなと思うが、<span class="selected">自立</span>して、終末を迎えたくも思う。	107
10	反対	1012	女性	40	8	大熊町	2	県内	ＴＶではよく見るけど、いくら話しあっても<span class="selected">反対</span>する人がいるのは最後には金がほしいから。そういうのがなんか恥ずかしい。	57
10	無駄	90	男性	70	10	浪江町	4	県内	夢を語っても<span class="selected">無駄</span>である。	12
10	関係	770	男性	70		富岡町	3	県内	①農畜産物の生産と販売のできる環境作り。②若者の職場の確保。③老後も安心して暮らせる生活の環境作り。④医療<span class="selected">関係</span>の充実。それも長くかかれば諦め、帰る人は減少するでしょう。	84
10	行動	422		60	5	浪江町	3	県内	私はすでに<span class="selected">行動</span>を起こしています。新天地で新たな人間関係もできつつあります。ふるさとに愛着もあります。住民のつながりも大事です。しかし、先の見えない生活のなかで、理想論ばかりでは前進することができません。まず、生活の安定が大事です。そこに妙案があると思います。	129
10	復旧	784		60	2	浪江町	3	県内	今後もっと町の除染やインフラの<span class="selected">復旧</span>が進み、やがて帰還可能な時期ができるならば、やっぱり、元の住居での生活を願ってやみません。いつになるのか？首を長くして元気でありたいと思っています。	91
10	お金	483	女性	70	8	双葉町	2	県内	私は本当に戻れるのか。戻れないのなら、１日も早く結論を。これから生活、また、生きていくため、<span class="selected">お金</span>だと思っています。子どもにお金をもらい、生活したくありませんし、肩身の狭い日を送ることは望みません。	98
10	最終処分場	278	男性	40	4	富岡町	3	県内	無駄な大手ゼネコンの金儲けのような除染作業は早くやめて、中間といわず、<span class="selected">最終処分場</span>としたほうがよい。町は以前のように戻らないし、限界集落になるのは、目に見えているので。	83
10	確保	427		70	10	浪江町		県内	現在地に住宅確保している状況でアンケートの回答いたしましたので、問いに対して的外れがありましたら、お許しください。（私の小言）加齢に伴い先々不安になること。何十年も夫婦共働きで蓄財を全部使い果たして新築した（不足分は借用）。できるだけ生存中に返済することを念頭にしているが、いまだに東電からの住宅<span class="selected">確保</span>に関する手続き書類が入手できない。	167
10	福島県	45	女性	70	8		4	県外	原発事故からもうすぐ４年になろうとしています。避難生活の途中でいろいろと不自由で、体力も衰えてきて病気にもなりました。こんなに長い間、５か所も転々と移動することは想像外でした。今も除染が遅れていて、これから先の見通しがつきません。早く、国有地など、災害住宅を建設して、安心で安全な場所で生活できるようにしてください。<span class="selected">福島県</span>内にこだわっているから、住宅問題も解決するのが進まないように思う。	194
10	若者	817		70		浪江町		県内	避難してまもなく４年、国、東電。町の声、また、復興の町づくりは机の上だけのようで空想だけでのように思います。われわれ高齢者はあしたが分かりません。また、若い者たちが学校、就職もなく、やがて定年になり、帰宅しても隣の方も知らず、絆などは続かないと思います。また、仮の町、町外セカンドタウン、すばらしい構想案が出たとき、町民に分かるように説明してくだされば、各自、自分の住家を探さずにきっと集まれたことと思います。もう各自、個人的に土地、住居を探し始めております。浪江町が若い方たちでどんな形でも存続できれば最高です。われわれは<span class="selected">若者</span>の行くところについていくだけです。	281
