often	keyword	no	sex	age	occupation	town	area	stay	expression	count
19	場所	541	女性	70	10	大熊町	2	県内	国は広い土地を用意して、１つの町全体を作ってくれたらよいのです。少し不便な<span class="selected">場所</span>でもいいから、町全体が１か所にできたらいいのにと思います。	68
19	現在	723	女性	60	10	双葉町	2	県内	大半の人がそれぞれの土地に家を求めてしまっている<span class="selected">現在</span>、むなしさの残るアンケートです。	42
19	住宅	759	女性	50	7	大熊町	2	県内	現在、帰還困難区域となっている区域の<span class="selected">住宅</span>は同じく考えてもらいたい。いくら、中間貯蔵施設候補地であろうが、なかろうが、帰ることができません。どのように、自分たちが生きていけばよいのかも分かりません。どうにか早く判断をしてもらい、国・県・町は私たち住民にこれからの先を伝えてもらいたい。もう待ちきれません。	151
19	大熊町	747	女性	60	10	大熊町	1	県内	原発が爆発したとテレビのニュースで次々と聞いたとき、<span class="selected">大熊町</span>はなくなってしまうのではないかと感じた。大熊町は大変住みやすかっただけに、ただ苦労して建てた自宅に住めないのはとても悔しく残念です。だからと言って子どもたちはほかの市町村で生活しているため、将来的にも戻って生活はすることはないと思うし、私たちが反対によくよくはお世話になると思うので、今の場所で頑張っていこうと思っています。若い世帯の人たちにはしっかりと見つめ、現実を継承してもらいたい。	223
18	困難	843	男性	40	3	富岡町	2	県内	東電の賠償金が半端なので高速道路なみの賠償で買い取ってもらいたい！　仕事も何もないので今の賠償ではなにもできない。帰還<span class="selected">困難</span>区域は全員立ち退きして、そこに最終貯蔵を引き受ける。なんなら辺野古基地でもいいよ。	102
16	区域	594		60	10	双葉町	2	県内	もともと住んでいた場所は帰還困難<span class="selected">区域</span>で、近所の人がみんな、遠くに散らばり、仮住所の所へそれぞれ落ち着いた人が多く、もう一緒に楽しむこともなくなってきてしまった。親しくしていた知人なども九州や関東地方に行ってしまい、なかなか会えなくなってしまった。電話代なども大変なので、あまり話をする機会もなくなってきた。私も今後住む場所は決めましたが、今、住んでいる人たちとの付き合いがとてもうまくいっていますが、新しい場所はどうなるか、とっても不安です。	221
15	貯蔵	613	男性	40	4	大熊町	2	県内	中間<span class="selected">貯蔵</span>以外の土地の買い取りもしてもらいたい。	23
15	家族	910		40	3	大熊町	2	県内	私、私の<span class="selected">家族</span>、親は帰還を待ち望んでいます。帰還を目標に生活しています。町、国には今後も帰還への道を進んでほしいです。何年でも待っています。でも、母は年齢的にも待つ時間が限られているので、少しでも早く帰還ができるよう願っています。	114
15	町民	706	女性	60	10	大熊町	2	県内	町で帰れると言いますが、本当に帰れるのですか？　いつごろまで帰れるのですか？　帰るということは、前のように不自由なく暮らせるということですよ。何年先なのか、私が生きているうちのことなのか。子どもたちは帰りません。年寄りだけが帰って何ができるのですか？　私は帰るつもりはありません。本当に帰れるのですか？　帰れませんと言うことも必要ではないでしょうか？　町はずるいです。期待を持たせて<span class="selected">町民</span>の心をつなぎとめておく、そんな思惑が見えるようで悲しいです。戻らない人たちが移住先で安心して暮らせるような支援を強く希望します。	257
15	賠償	567	男性	70	10	浪江町	2	県内	現在、避難中であるが、当初は東京電力（株）からの原発<span class="selected">賠償</span>金、特に「精神的損害<span class="selected">賠償</span>金月額１０万円」で生計を維持しておりましたが、最近、その金額の上乗せを東電に要請したところ、２度にわたって拒否され、先行き、生活に非常な不安感が増しております。財物<span class="selected">賠償</span>金の支払いを受けてはおりますが、それは失った物の半額にも満たない金額であり、帰還する際の「ふるさと住居」の整備費として、消費することはできず、非常に不安な毎日の生活を送っております。	215
15	自分	506	男性	70	1	浪江町	2	県内	私たち夫婦は先がないが、ことしの春に母を亡くす前は、施設（老人ホーム）に入れたり、病院に入れたり、突然、ケアマネさんに退職され、病院に入院すれば３か月で出され、土地勘もないのに大変苦労した。今は福島市にいますが、ふるさとのそばに小さな家を建てて、<span class="selected">自分</span>の家を持ちたいと思っています。	140
15	地域	963	男性	70	10	双葉町	2	県内	アンケートに協力いたしますが、私たち現在、このようなことを聞かれても、なかなか、現実な気持ちが答えられない。なぜと申しますと、もっと早く、事故後１年半とかだったら、前向きな意向も希望もあったかも、今の現在では、原発事故も金目的ととられてきている。われわれも帰宅困難<span class="selected">地域</span>なので個人的な考えをしなくては思っているが、精神的苦痛の生活です。それも原発事故後、いろいろと避難しているうち、妻が病気に見舞われている現在、先が見えない日々だ。今では遅い。	221
14	中間	476	男性	60	10	富岡町	2	県外	最終処分を１日も早く決定し、<span class="selected">中間</span>施設から放射能が漏れないようにすること。除染をしても元には戻らないと考える。	54
14	不安	769	女性	70	1	富岡町	1	県内	復興とか、かけ声だけで少しも進んでおりません。仮設での生活も４年になろうとしてます。１日も早く復興住宅に入り、終のすみかを探したいです。私も後期高齢者で先がありません。明日が見えないのがいちばんの<span class="selected">不安</span>材料です。１日も早く前進されますことを願っております。他県の多くの方に現地を見ていただきたい。今置かれているありのままの状態を切にお願いいたします。	174
13	いつ	174	男性	20	5	浪江町	2	県外	<span class="selected">いつ</span>までも町の将来を考えていても、具体的に動きを明確にしていかないと、町民は離れていくと思う。若い人が戻ってくるための町作りがないと長く続かない。	73
13	必要	830	男性	60	2	浪江町	1	県外	いろいろなこれからの身の振り方があると思いますが、いずれにせよ、最後は十分な補償が<span class="selected">必要</span>と思います。	49
13	時間	1190	男性	50	4	浪江町	2	県内	３年９か月という年月は、国からの除染も町からの除染も「無い」と明言された帰還困難区域にとっては計り知れないほどの長い<span class="selected">時間</span>です。手入れの行き届いた田園風景は柳の林となり、セイタカアワダチソウ、葛のつるが道路にまではい出し、荒れるにまかせている状態です。人間の手が入らないというのはこんなに短<span class="selected">時間</span>で荒れてくるものかと知りました。１００年は帰還できないと言われているわれわれのふるさとを、貯蔵施設という形ででも活用してジャングルになってしまうのを止めてほしいと思うばかりです。	235
13	状態	651		50	10		2	県内	芝の部落とか友人の人たちの近くで住み、共に暮らしていければと思っていましたが、今となっては部落も友人もみんなバラバラで、何もかもなくして残念で無念な気持ちでいます。なぜ、もう少し早く復興を考えてもらえないのか残念です。若い人たちも老人の人たちも自分の家がなく、希望があるようでない今日、なぜもう少し早期に土地や皆さんで一緒に暮らせる方向ができなかったのでしょうか。４年もたてば、困難区域、または、制限区域、解除区域、今ではどこの区域も変わりなく、家は腐りぼろぼろ、庭は何も影も姿もなく、森か林の<span class="selected">状態</span>です。こんなに復興が遅れるとは思いませんでした。何もかも、これからゼロからのスタートやり直しです。	298
13	どこ	199	女性	40	2	浪江町	2	県外	<span class="selected">どこ</span>でもドアがほしい。立ち入りの際を考えたシェルターを作るべき。	32
12	希望	585	女性	70	8	富岡町	1	県内	災害から４年を迎えようとしている今、自分はこれからどうすべきか？をいちばんに考えて（私たち夫婦は２人とも７０歳を過ぎている）、あと何年、元気で暮らせるか、子どもたち、孫たちが、また、元のように実家に遊びにくることができるか、私たちにとっては、それが何よりの楽しみでもあり、生活していくうえでの希望です。国も町も一生懸命、住民のために尽くしていることに感謝しています。いつまでも愚痴や泣き言を言っても、前に進むことはできないので、私は夢と<span class="selected">希望</span>を持って生きていこうと思います。そして、富岡町の人、全員が、いつまでも元気で暮らせることをいつも祈っています。	275
12	地区	640	男性	70	1	大熊町	1	県内	大川原<span class="selected">地区</span>に大熊町をつくること。	16
12	今後	875	男性	70	10	富岡町	2	県内	富岡町は旧富岡地区と旧夜の森地区に大きく分けられます。町は線量によって３つに分けられ、現在はレベル１，２に復興住宅が始まってますが、レベル３は除染工程さえ作られておりません。前述しましたが、近い将来の人数合わせの町づくりはできぬ相談。双葉郡内すべてで新しい行政の構想をまとめるべきです。卑近なたとえですが、俺も町村長の職がなくなってしまうのか、みたいな考えでは何もできません。インフラも整備した時点から不要になってしまうようなことにもなりかねません。常磐線の富岡駅と線路を少し高い場所に移すなどというのは理解できません。旧富岡町海岸線など通らずに、竜田駅から大野駅まで直線にすべきです。富岡駅、夜の森駅は利用者も<span class="selected">今後</span>ますます少なくなるので廃止してはどうですか。	330
12	補償	566	男性	50	2	浪江町	2	県内	もう次の住居を求めました。ふるさとには絶対帰れません。諦めています。後ろを見ないで、前だけ見て進もうと決意しました。東京電力の<span class="selected">補償</span>の態度は、加害者と被害者の立場がまるっきり反対になっている。理不尽な話である。	104
11	仮設	702	男性	60	10	大熊町	2	県内	４年近くも<span class="selected">仮設</span>住宅に入れている県・国の行政力がない（リーダーシップ）。仮設住宅内でワガママでワンマンの人がいる。町の指導が悪い。	64
11	近く	1182	女性	50	8	浪江町	2	県内	いつまでもこんな狭い仮設にいるのはいやだね。役場職員の人たちも暮らしてみれば分かる。ましてや学校生活を送ってる子どももいるし、それも３人ともなると、この狭さには苦労します。反抗期、思春期など子どもの成長過程においても大変です。分かりますか？この気持ち…。こんな仮設で反抗期などの子どもを育てる親の気持ち・・、そして周りの大人もあることないこと、いちいち言ってんじゃない。ふざけるな。たまには頭のよい大人の話し合いだけじゃなく、子どもたちにもあの日のこと、今だから言える話、あのときの感情、自分はどう思ったか、そして、これからの自分の生活、それこそ持ち家を持っている子どもはその家をどのようにしたいとか、浪江の町のｅｔｃ。いやな思い出かもしれないけど、ざっくばらんに中学、高校、（小学生）に聞いてみてもいいと思う。私自身は県外出身者なので、いずれは県外の実家の<span class="selected">近く</span>に住みたい。	387
11	大変	440	男性	40	4	双葉町	2	県内	１日も早く、双葉町内の復興を、目に見える形で実践してほしい。このままでは双葉町は地図からなくなってしまう。チェルノブイリ付近の村々のように消去してしまうつもりか！！　今まで住んでいた町が荒廃していくのは、見ていて<span class="selected">大変</span>苦痛です。空論だけでなく、町、県は行動あるのみ。政府は信用できないので、町の有志などが立ち上がらなければいけない時期に来ているのかも…。	176
11	帰宅	656	女性	50	1	双葉町	2	県内	現在、いわき市に土地を求め、いわきにお世話になろうと思っています。いいことも悪いことも、たくさんありますが、双葉町が消失してしまうのはいやです。どこへ行っても、双葉町は私にとって、あの場所こそが双葉町です。新しい双葉町ができても旧双葉町に通うことができる状態であってほしいと思います。早く線量が下がって家の戸や窓を開けて空気を通せるようになってほしいと思いますが、どれほど待てばそこまでになるのかさえ、はっきりしません。町について話し合う会合にも、出席できるときにはしていますが、すべては<span class="selected">帰宅</span>困難区域内という事実に阻まれ、あまり目覚ましい展開にはなりません。国は「これだけのことをしてやってるではないか」という態度に見えて腹が立ちます。周りの地元の人たちには親切にしてもらっています。それには感謝を忘れないようにしたいと思っています。	367
11	震災	385	女性	60	2	富岡町	2	県内	現在、郡山市の一等地のような所に住んで（仮設）いますが、<span class="selected">震災</span>前の地域（夜の森駅前）に住んでいたが、このような状態になって、「なんて私たちは環境のいい所に住んでいたんだなあ」と思いました。自宅の周りを見れば、何に不自由がなく生活ができていた。買い物も交通にしても、いい所でした。私自身の場合、衣料品販売をしていたが、お客さまにずいぶん助けてもらったような気がします。野菜でも、米でも、また、総菜まで差し入れがありました。今、思えば、夢のようです。	222
11	残念	1179	男性	60	5	浪江町	2	県内	すべてに対して対応が後手である。小生は帰れないと決めて移住探しを１年目から始めた。帰れない人への支援が聞こえてこない。賠償の額も一次と改定で３倍近い差があり、もっとよい買い物ができたと思う。<span class="selected">残念</span>である。除染は不用不毛。	109
10	線量	913	女性	60	1	富岡町	1	県内	帰還困難区域であろうと、一日も早く除染をし、少しでも<span class="selected">線量</span>を下げて早く家に帰りたいです。（夫婦で年金生活のため）。老人のために医療機関や老人ホーム、介護施設を早く建設し、いつでも早く入居できる状態を望みます。	103
10	アンケート	844	男性	60	7	浪江町	2	県内	今さらこういう調査をやって何になるというのか。震災以降、なにも変わらない状況で、いつも変わりばえのしない<span class="selected">アンケート</span>調査に答えるだけで結局、何も変わらないままである。意味のないことはやめて。これにかかる予算を仮設住宅解消や失業中の人の職業訓練等に充当したほうがましである。	135
10	すべて	514	女性	50	10	浪江町	1	県内	今までの住んでいた家や土地をすべて買い取ってもらいたい。	28
10	みんな	722	女性	70	10	浪江町	1	県内	こんなこと書かせないで東電では１人１人に金を払いなさい。私は１０キロもやせて、<span class="selected">みんな</span>にどこか悪いのかと心配されてますよ。世帯主とかにばかり金を払っても、われわれ年寄りは１銭ももらいません、どうして生きてくのか教えてください。こんなアンケートなんか出すひまがあったら個人にお金を払ってください。われわれ年寄りがあるから今の皆さんがあることも知らないのですか、よく考えてください。生きていくには金が必要なんです。このくらいのことは子どもでも分かりますよ。みなさんはその位のことも知らないのかよバカ。	247
10	個人	648	男性		10	大熊町	2	県内	①約３分の２の町民が、いまだに仮設住宅、借上げの生活者がおり、公営復興住宅の一戸建て宅地の造成を設け、割安に分譲してもらいたい。（私<span class="selected">個人</span>は購入済みだが）②遅きに失しているが、また、これまでたびたび要望してきたが、貯蔵施設候補地を６号道の線引きだけでなく、行政区に見直してもらいたい。③「二重投票」や「準市民制度」の早期法制化をお願いしたい。	170
