often	keyword	no	sex	age	occupation	town	area	stay	expression	count
25	大変	64	男性	60	2	双葉町	1	県外	大変難しい問題だと思いますが、なるべく早く町の決断をお願いしたい。	33
25	震災	1017	男性	60	2	浪江町		県内	震災から３年９か月すぎ、避難した人たちは中古家土地を求めています。セカンドタウンは何年先ですか？われわれは現在の生活は限界なのです。	66
25	地区	1099	女性	70	10	大熊町	3	県内	大川原地区以外のことはよく分かりませんが、私は仮の町でも大川原住民が少しでもまとまって暮らしたかった。でも４年目を迎える今、遅いと思います。大川原地区はみんな、持ち家でのんびり暮らしていた。大きな声で歌を歌ってもほかに聞こえることなく、自然そのもの、これからは一歩外に出るとよその家、精神的にもストレスがたまりそうで、これからはとても不安です。	172
25	アンケート	187	男性	20	5	浪江町	4	県内	別にあなたたちに言っても何も変わらないですよ。何がしたいんですか？番組を作って放送して視聴率が欲しいんですか？　私たちは客寄せパンダではない。面白半分でアンケートなんて取るな。何回、書いていると思っているんだ。同じものを。	111
24	すべて	304	男性	60	10	富岡町	3	県内	すべて対応が遅すぎる。	11
24	心配	1007	女性	60	10	富岡町	3	県内	私はこれからどこに住めばいいのでしょうか。早く落ち着ける所に移りたいです。ゆっくりしたいです。心配は病気です。元気で生活できているでしょうか。何の気力もわいてきません。	84
24	仕事	860	女性	40	10	浪江町		県内	避難で仕事を失った。生活が変わってしまった。賠償金でローンは払った。でも、家を建てる余裕はない。仕事を失い、今後の生活を考えると賠償金の残りを家を作る費用にはまわせない。怖い。子どもたちは浪江に帰れないという。自分たちは、子どもが独立した何十年先にはきっと、誰も周りに住んでいない浪江の家に帰るしかないだろうと最近は考えている。あまり嬉しさはない。その頃、少しでも住民が戻ってる町だといいけど。	197
23	自治体	908	女性	50	5	大熊町	3	県内	まだまだ先が見えません。もっと分かりやすく説明がほしい（各自治体の）。	35
23	双葉郡	779	男性	60	10	浪江町		県内	双葉郡は終わりの気がします。	14
23	安心	695	女性	70	2	浪江町	4	県内	事故当時はもっとはっきり（しばらく帰れないかも知れないこと）言って避難の指示をして欲しかった。今はそして、口ではっきり言っていただきたい。原子炉の核、炉心がきちんと整理ができ、片付けが終わって安心して暮らせるまで国は責任を持って私たちの暮らしを保障すべきです。中途半端に帰らせ、危険にさらさせて生活をさせるべきじゃないです。せめて１０キロ圏内を国は買い上げるべきです。ずるいです。私はせめて前の暮らしとあまり変わらない生活に戻りたいです。	219
22	気持ち	1037	女性	70	8	浪江町	3	県内	先の見えない生活にどうしたらいいのか、毎日涙の流れない日はありません。本当の気持ちをはっきりと言ってほしい。「できないことはできない。できることはできる」と、そのほうが気持ちが楽になります。	95
22	対応	85	男性	70	1	浪江町	2	県内	老人がものすごく多くなるので対応できるようにしていただきたいと思います。税金を安くしていただきたいと思います。	55
22	福島	208	男性	40	4	富岡町	3	県内	双葉郡内には未来なんてない！！　地元に戻る、戻らないなどで制約があるなら、福島にいることもない！！	49
21	線量	914	男性	50	1,5	双葉町	2	県内	現在の町の線量の低い所に新しい町を作っていくという構想については、それもありかなと思うが、今まで住んでいた場所が荒廃していくのを見ながらの町づくりは考えられない。今までの農地、住居もしっかり除染してもらい、生活できる環境にしてもらわないと戻ろうという気持ちに私はなれない。除染作業員が足りないなら町民による除染隊を結成し、復興に向けて取り組んでいくというのはどうでしょうか。今後の町作りの具体像が早期に示され、スピード感を持って取り組まなければ双葉町はなくなるのではないでしょうか。	241
21	中間	468	男性	50	2	双葉町	1	県内	帰還はわれわれが決めるものではなく、国策で判断、決定すべきである。双葉町、帰還は大変難しいと思います。原発と中間貯蔵施設が存在するかぎりは住めない。住もうとする人はいないでしょう。工事関係者のみである。	101
21	高齢者	335	男性	70	10	富岡町	2	県内	高齢者がのんびりできる、有料老人ホームの建設。残り少ない人生。	31
21	仮設住宅	563	女性	70	1	浪江町	1	県内	永住が保証される一戸建ての家がほしい。仮設住宅でもう４年を迎えようとしている。震災前は８人家族。今は高齢化して、１人暮らし。この思い、誰か知る。大黒柱の息子を亡くし、町からの声かけで水門を閉めに行ったきり帰らない。家ごと流された方々の１日も早い復興を願い、政治家に、この福島の浜通りを重視してほしい。浪江町は小さな町なので、一列にした補償をしてほしい。平等に。	180
20	貯蔵	613	男性	40	4	大熊町	2	県内	中間貯蔵以外の土地の買い取りもしてもらいたい。	23
20	インフラ	978	男性	50	10	大熊町	2	県内	インフラ、病院、商業地とか話はよく聞くが、町は全体的にガレキの山と化している。ゴミ、ネズミ、イノシシの町、元公務員のじじい部隊がやって直してくれるのか？	76
20	心	1177	女性	60	2	浪江町	4	県内	若い人、子どもは帰らないことは分かっています。そんななかで、６０歳以上の人たちだけが帰って１０年後、２０年後どうなるのでしょう。考えただけでも無理、無駄なことではないかと最近思うようになりました。胃が痛み、心が痛み、毎日毎日やるせない時間を強いられています。	129
20	残念	30	女性	70	2	浪江町	4	県内	私たちは、もうどうでもよいが、子どもたちはどうなのか、気持ちを考えると何も言えない。とても残念に思う。	51
20	環境	529	男性	70	10	浪江町	3	県内	帰還できる環境を早急に行うこと。避難者に対して十分な補償を行うこと。	34
20	いわき市	866	女性	40	3	大熊町	1	県内	就職して仕事がしたいのに「賠償金もらってるのになぜ仕事するのか」とか、通院して会計窓口で医療費無料ということで、近くにいた小さな女の子が「あの人、なぜただなの」と、母親が「避難者だから」と答え、私は医療費を払ってもよいと思っていても、制度だから行く先々で辛い肩身の狭い思いをしています。特にいわき市では反感を持っている人は多くいます。間違っても被災者だと言うと、殺されるという人もいるくらいです。まるで犯罪者扱いです。毎日、小さな仮設の部屋で息を殺して生きています。	233
19	帰宅	834	男性	70	10	浪江町	3	県内	浪江に一時帰宅したときは誰もいない静かな町です。イノシシと猿に会うときもあります。年取っていくばかりで寂しいです。	57
19	個人	462	男性	50	1	浪江町		県内	個人の補償を十分に、それから除染を始めるべきではなかったのか？　企業団体には甘く、個人には冷たい対応になっているように思います。個人の補償を誠意を持って行ってもらいたい。無駄な除染などに税金を使い、大手の建設会社に利益を導入している官僚たちを誰が信用できるのか。	131
19	若い人	850	女性		10	大熊町	1	県内	バラバラになっている今、これからの若い人たちが生きていくうえで、明るい見通しのある制度になるよう願っています。	55
19	母	534	女性	40	3	浪江町	4	県外	年老いた母が生まれ育った町に、１日も早く帰れるように。子どもたちが帰れるふるさとを早く元に戻してほしい。	52
18	住居	143	男性	70	1	浪江町	4	県内	高齢のため、今さら未知の土地で苦労することは考えていない。元の住居に戻って東京オリンピックを観てみたい。１０人でも２０人でも戻ることができたら、一組の隣組をつくって助け合うのも楽しいと思う。前にも記入したが、墓前に生花を供えてご先祖様の仲間入りをしたいです。	129
18	状況	528	男性	70	1	浪江町	3	県内	早く除染状況を見たい。命のあるうちに帰りたい。骨になってからではいや。在居が山麓なので、宅地だけでなく、せめて１００平方メートルくらいは除染してもらいたい。隣り近所こぞって帰りたい。	91
18	人生	513	男性	70	10	浪江町	3	県内	私は高齢者ですので、短い人生を、思い出深いふるさとに帰り、先祖の墓で、代々の先祖と同時に、ふるさとで暮らしたいと思っています。１日も早くふるさとに帰りたい、現在の気持ちです。また、何十年も過ごしたふるさとでの近所の付き合い、コミュニケーションを早く実現できるよう願っている。	137
18	金	106	男性	70	10	富岡町	3	県内	あれから３年８か月。なんの進展もない。いつ帰れるのか、誰も分からない。最低３年半は帰れないと言ったが、ことしの春であった（３月か４月）。その後、そういった話はなし。県も国もあいまいな返答を繰り返すだけ。帰らないと決めた者の土地も家も買い取ったらどうか。石原大臣も「最後は金目でしょう」と言ったが、そのとおりです。生きているうち、金をくれ。土地も家も売る。	177
18	息子	247	男性	70	10	双葉町	2	県内	何年先に帰宅できるか分からない。国は何年先に帰宅できるようになるか答えてほしい。われわれが生きている間は帰宅できないと思う。息子、孫たちも双葉町には戻らないと思う。	82
17	制度	466	女性	70	10	双葉町	2	県内	避難生活も長くなり、土地、家を求めている自分たちにとって、相談にのってくれる関係制度がないのが残念に思っている。知らない土地でのことなので、１日も早い、そんな場所があればと思っている。	92
17	購入	1010	女性	70	8	浪江町	4	県外	ふるさとには戻りたくても戻れないので中古物件を購入しました。長男もこちらで働いているのでこちらに決めました。	54
17	毎日	800	女性	30	8	富岡町	3	県内	避難者というと生活しづらい今の土地…。補償をもらっている、免除されているものが多い（高速・医療・税金）ため、地元の方からの目が怖い。避難者と知られないように生活している毎日です。	89
17	夫婦	842	男性	60	10	浪江町		県外	今は両親と４人で那須町にいますが、この場所はあくまでも別荘であり、いわき市にいる息子夫婦の所に自宅を建てようと思っています。住所は浪江にそのままおき、戻れるようになったら浪江にも家を建てようと、今はそのような考えで進んで行こうと家族みんなで話しています。	127
17	行政	545	男性	70	10	双葉町	2	県内	行政の進めている施策、国、県が目指す方向性みたいな情報には意味があり、ある程度、理解できますが、１人１人の国民、県民、とりわけ原発立地地域の町民の本音（意識）とは、大きな隔たりがあるように思います。町の将来を考えないわけにはいかないが、現実（原発被害のこと、住民の意識のことなど）を踏まえたビジョンでないと、絵に描いた餅になるように思います。現在のところ、「あなたはどのように町の将来を描きますか」と聞かれたとしても答えは見つかりません。	219
17	暮らし	851	女性	70	10	富岡町	3	県内	残り少ない人生、富岡の人々人たちと楽しく暮らしていきたい。７９歳なります。来年。	40
17	廃炉	312		60	10	浪江町	4	県外	移住を決めていますが、今の町の姿を見ると涙が出てきます。廃炉がうまくできるかどうか考えると、浪江町に住めるとは思えません。	61
17	無理	401	女性	60	10	富岡町	3	県外	田舎へ行くことができるのは、年に１〜２回です。自分では行けないので、いとこに連れて行ってもらいます。いつ行っても、変化は目に見えず、心寂しい思いです。元のように戻すのは無理なのでしょうか。部分的でも暮らす場所ができればと思います。姉も７７歳、５年経てば、８０歳過ぎます。最後はふるさとへ帰りたいと、私も同様です。毎日、部屋にこもって、何を思ってか、ただ、ただ、ふるさとに帰れることを夢見て生活してます。	201
16	災害	320	男性	70	1	富岡町	2	県内	原発被災として、２３年３月１１日以降、各町村の住民は、上部よりの指令のないまま、各自が自己判断により避難、逃避を続け、現在に至る。その場所により、（ふるさとは）区分されたが、しっかりした各自の行動指示（政府よりの）はなし。したがって、町も勝手な指示は出せなかったと思う。現在も各自の意思と判断で動いているのが現状。原発災害は先が読めないという恐ろしさがある。故に、蛇の生殺し状態で生きている。誰もふるさとへの慕情は強い。慕情と現実は違う。慕情で考えると、現実が成り立たない。帰れない若者は、それぞれ自分の考えで家を求めている。原発収束の見えない中で、自分の発想での確かな考えが出ない。家族７人はバダバラだ。それぞれ生き方があるので、一緒になれない。みんな同じ。	330
16	タウン	377	男性	70	2	富岡町	4	県内	「考え」と現在の「行動」の矛盾に悩んでいます。やはり、「セカンドタウン」などの構想が大切と思いますが、難しいのも分かっています。早期の「除染」の問題、「メルトダウン」の問題などの解決が最も大切。将来の富岡町は大変厳しい状況にあると思います。	120
16	孫	818	男性	70	2	浪江町	3	県内	移住した人の不動産は国などで買ってほしい。子孫に苦財を残したくない。（将来発生する税金などある）元のように戻ることは不可能だと思います。財物の賠償金の計算がおかしい、すべて再取得価格にすべし、高齢者は精神的に病気になっている。すぐに若い人は戻らないと思う。町の形が消滅すると思う。	140
16	お願い	940	男性	60	10	双葉町	2	県内	早い時期に帰れるような「滞在ホテル」のようなものを公営でお願いしたい。部落のお茶もありますが、今後は集団的に住めるような公園墓地も必要と考える。（中間貯蔵の人は特に）	83
16	元気	599	女性	70	10	浪江町	3	県内	私は８０歳。これから何年生きるかと思うこのごろです。隣りの仲良しが亡くなられたばかりですので悲しいです。元気でいたのに、悪くなって１週間くらいで逝ってしまいました。今は施設に行く人がいますが、私は国民年金で暮らしていますので、施設には入れません。福島市にいたいと思っています。	138
16	移住	96	男性	70	10	大熊町	2	県外	私は退職後、この少ない人生を楽しく、夢と希望を持って、畑を耕し、元気に生活していた。そして、収穫の喜びと家族全員で生活していた。緑豊かな自然の中での生活、春季には山に山菜を採り、夏には熊川で鮎を捕り、子どもたちはカブトムシを捕り、キノコを穫り、果物の樹を植え、収穫の喜びを楽しんでいた。現在は埼玉県に避難しているが、家族が３か所に分かれて生活している。孫は高校３年、中学３年、２年の３人がいる。できれば埼玉から東京の大学に通うかと移住している。私は年齢が年齢ですので、身体的にも精神的にもストレスが積もるだけで、将来の見通しが立たない。その日暮らしの生活をしている。そして、月日が経つにつれ、東京電力の憎しみが増すばかりです。「ふるさとで楽しく暮らしていたのになあ」	333
16	整備	308	男性	70	10	浪江町	4	県内	近い将来、居住するのに必要な医療機関や商店の整備を要望したい。特に居住するのは高齢者で、たぶん、若者は帰還しないことを考えると。	64
16	思い	649	女性	70	10	浪江町	3	県内	浪江町の住民はほとんど帰る人はいないと思います。老人の人は帰りたいと思っていてもその子どもたちが反対すると思いますし、事実、新居を建て移り住む人が増えていて、また、老人たちは今さら家を新築しても何年も住まないうちに死を迎えるようになるので、復興住宅で最後までと言う人も多いみたいです。	142
16	一緒	94	男性	50	4	浪江町	3	県外	浪江町にいるときは、親、子ども、そして、孫と楽しく生活していた。今は老いた母や妻の母と４人です。将来はと聞かれたら、やっぱり子どもと同居し、孫と一緒に遊んだりして、明るい家庭の中で生活したい。	96
15	現状	762	男性	70	7	大熊町	3	県内	現状復帰のためにあらゆる努力を願いたい。	20
15	セカンド	1146	女性	40	10	浪江町	2	県内	町外コミュニティ、セカンドタウンなど・・どうするべきか・・、町や行政ごとに移住するのは遅すぎる発想だと思う。今では個々・・生活拠点を考え行動している。自立しようとしている人への支援も忘れずにいてほしい。	101
15	いつまでも	852	女性	40	3	浪江町		県外	私はもう新しい土地で再出発するつもりで準備しています。町の再建にはあまり期待はしていません。というか、いつまでも避難民でいることは、いつまでも自立できないと、周りの日本国民が私たちをどう見ているのかと思っているのか。もう、ふるさとに帰還するより、これからの土地で新しい人脈を作りつつ、ふるさとでの人と人との関係も大切にしていけたらと思います。町を再建するために国民の税金を無駄使いするのであれば、本当に私たちのことを思うのであれば、１人１人に分配し、１日も早く自立でき、再出発できる応援をしていただきたい。	253
15	建設	735	男性	70	10	大熊町	3	県内	帰っても若者の働く場所の確保のため、今後数十年がいる。原発の廃炉に関する工場、施設などの建設、例えば、原発内での働くロボットの開発と同時に商業施設の誘致。	77
15	老人	220	女性	60	4	富岡町	3	県内	若い人が働く場所を確保して、１人暮らしの老人が住みやすい町にしてほしいと思います。	41
14	早急	973	男性	60	1,2	浪江町	2	県内	若い人は帰還しないと思うが、年月の経過につれ、ふるさとの意識が薄れるとことが残念に思う。個々の考えが皆さんそれぞれ違うと思うのでしかたがないかと考える。できるだけできるだけ早急に帰還できることを望むが、新天地に住めば、いずれは都となるので帰還は難しいと思う。	129
14	年齢	86	男性	60	2	浪江町	4	県外	特になし。理由として、年齢的に自分でなんでもできるとして１０年。新たな土地で原発を気にしないで生活したいので。	55
14	意見	137	男性	70	1	浪江町	3	県内	大地震や大津波の記録を教科書や体験記を本にして図書館に保持してほしい。住民の声、有名人の感想や意見、学者の正しい研究成果を後世に伝えてほしい。大きくできないときは、町内で小さな記念館のような費用のあまりかからないものを保存したらどうかと思う。これはどこでもやっていると思いますが、どうでしょう。特に海岸沿いの人々の被害体験など、海岸沿いで大津波で逃げ切れないときの人々のために、高い建物、高台などを設けたほうがいいのではないでしょうか。山など近くの道を、道路もしくは歩道など作って。	241
14	入居	173	男性	60	10	富岡町	2	県内	仮設住宅への入居が長すぎるので、早く災害復興住宅の建設を進めてほしい。	35
14	判断	662	男性	60	10	富岡町	3	県内	いろんな面で判断が遅いので、決断しようにも何もできなく不安のみである。	35
13	早期	855	男性	60	2	浪江町	4	県内	早期に復興できる所は復興し、無理な所は国有地にするなどして早く帰れるように望む。そのようにすれば早く町の再生も進むのではないか。	64
13	日本	678		60	7	大熊町	3	県内	双葉郡は廃炉や除染の作業員の町にすればいいと思う。また、米軍基地にしたりとかすれば日本全体のためにもよいのではないでしょうか。	63
13	学校	733	女性	40	3	富岡町	4	県内	避難者の多くは避難先の土地で未来に進んでいる。ふるさとに戻りたい人、仕事、学校の関係で戻りたくても戻れない人もいる。それぞれの選択に任せて同じ対応を希望します。	80
13	主人	553	女性	40	5	浪江町	3	県内	我が家は小学生、中学生の子どもがいるため、まだ全く安定していない原発の近くに戻るということは考えていません。一刻も早く落ち着いた生活にしたい。家に住みたいと思いますが、子どもの学校や主人の仕事などいろいろあるので、現状維持するしかありません。	121
13	先祖	571	男性	50	2	双葉町	2	県内	町は新たな産業改革で生まれ変わらなければならない。先祖が眠る町は守らなければならない。新たな居住地とふるさとと２地域居住となる。	64
13	病院	687	女性	70	10	浪江町	4	県内	私たちは仮設住宅で生活しており有難いことですが、長い年月の仮設住宅での生活も限界の心境です。私８５歳、夫８７歳と高齢です。体力的にも衰えを感ずるこのごろで、病院通いもままになりません。希望として公営住宅に入居し希望を持って明るく生活していきたいと念願しております。公営住宅の早期の建設を希望しております。	152
13	賠償金	753	男性	60	10	浪江町	2	県内	私ども夫婦は妻の病気療養のために転地療養を考え、移住して来ましたが、始めは集落の人はよく来た、われわれの自治会に入ってくれたのもうれしいと大歓迎されて、仲間仲間と言われ続けて高い自治会費（ほとんどが飲み代）を支払ってきたが、この事故での集会所の賠償金が払われた時点で態度が急変し、あなたたちは無関係、仲間ではないと言われショックでした。たかだか１０～２０万円の分配金を古い仲間ではないとの論法で村八分にする人間のいちばん、いやなところを見せられてしまい、私たちは本当に仲間意識は完全になくなり、早く出て行こうと思っています。正直この地がどうなろうと気にはならないと思う。	285
13	可能	55	男性	40	2	富岡町	2	県外	双葉郡内に中間貯蔵施設とか処理施設だけではなくて、最終処分施設も受け入れたほうがよいと思う。日本の各地に汚染物質を分散するのではなく、受け入れが可能なら、双葉郡に一極集中したほうがよいと思う。	96
13	理解	586	男性	60	10	浪江町	3	県内	早く近隣の町とともに、まとまった土地を何か所か求めて、避難している人たちが少しでも安く家を建てて住めるよう、協力して進めてほしい。賠償金だけでは土地も家を作るにも高すぎて決められない人はたくさんいると思います。理解していると思いますが、町として１日も早く進めてほしい！！	135
13	問題	714	男性	60	2	双葉町	1	県内	町は個人の生活の応援には何もしない。特に東京電力の補償問題などは無視、個人で東京電力に対応するのは無理です。中間貯蔵施設などでも補助金などの点ばかりで、個人の東電との補償については個人でやれと。勝手にして、自分たちの町のことばかりで、個人の補償に関しては、町の条件の中には入ってない。最低です。	147
12	再開	902	男性	40	3	浪江町	4	県内	会社が現在の地に移転し、浪江町での再開がないため戻れない。インフラが復帰できても、やはり仕事場がないのは生活できないと思います。	64
12	仮	170		60	7	富岡町	3	県内	いわき市の６号線より自分のふるさとに近い間に仮の町ができることを望みます。町の活性化がなければ、町そのものがなくなってしまうと思います。以上です。	73
12	決断	576	男性	50	4	浪江町	4	県内	避難生活４年目に入るので、そろそろ決断しなければならないと思っています。	36
12	公営住宅	1181	男性	60	1	大熊町	1	県内	避難、戻れないならしばらくはこの地にいるしかない。とにかく今の仮設は不自由しています。建設費が高いだの安いだの言ってないで早く早く１日でも早く復興公営住宅を作ってください。私らに不自由な生活をさせるとはなにごとか、これは国や東電の責任でしょう。３年数か月も不自由させておいて死ぬのを待っているのか。仮設という所において、私らの土地を廃棄物処理場に使うように土地をと取り上げる気か。冗談じゃない。	197
12	収束	897	男性	70	3	浪江町		県外	原発が今後３０～４０年、もしくはそれ以上、収束、廃炉になる時間がかかるか誰も分からないし、また、何が起こるかも誰も分からない。そんな所に帰すのではなく、安心して暮らせる場所を国は整備すべきだった。悲しい。	102
